transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status,transaction_year,transaction_month,transaction_month_name
T004502,A03047,2025-03-08,Credit,Travel,49309.05,Credit Card,Grocery,Success,2025,3,March
T004503,A04868,2026-02-16,Debit,Groceries,10800.11,Net Banking,Travel,Success,2026,2,February
T004504,A01189,2025-06-04,Credit,Food,34699.98,Net Banking,Other,Success,2025,6,June
T004505,A02884,2026-02-10,Credit,Shopping,35498.45,UPI,Education,Success,2026,2,February
T004506,A00712,2026-02-13,Debit,Travel,78947.56,Debit Card,Fuel,Success,2026,2,February
T004507,A01368,2024-11-09,Credit,Healthcare,1809.61,Debit Card,Travel,Success,2024,11,November
T004508,A02500,2024-12-23,Debit,Shopping,70729.01,Debit Card,Healthcare,Success,2024,12,December
T004509,A01909,2026-03-11,Credit,Travel,82196.15,Debit Card,Retail,Failed,2026,3,March
T004510,A01050,2025-02-02,Debit,Shopping,8393.88,Net Banking,Fuel,Failed,2025,2,February
T004511,A04425,2025-05-18,Debit,Bills,63110.35,UPI,Online,Success,2025,5,May
T004512,A04558,2026-02-12,Credit,Entertainment,23113.27,Net Banking,Retail,Success,2026,2,February
T004513,A03385,2025-06-20,Credit,Utilities,96172.54,Net Banking,Fuel,Failed,2025,6,June
T004514,A04175,2026-01-13,Credit,Healthcare,95416.24,ATM,Grocery,Success,2026,1,January
T004515,A04664,2025-08-21,Credit,Other,78156.28,UPI,Grocery,Pending,2025,8,August
T004516,A01055,2026-03-09,Credit,Other,65007.84,ATM,Fuel,Success,2026,3,March
T004517,A04658,2024-10-26,Debit,Bills,93371.85,Credit Card,Fuel,Success,2024,10,October
T004518,A03184,2025-02-15,Credit,Utilities,74456.45,Debit Card,Restaurant,Success,2025,2,February
T004519,A00670,2026-02-28,Debit,Shopping,84766.51,Credit Card,Fuel,Success,2026,2,February
T004520,A01943,2025-09-06,Credit,Other,7170.99,UPI,Utility,Success,2025,9,September
T004521,A02533,2024-11-25,Debit,Groceries,33961.58,Net Banking,Healthcare,Success,2024,11,November
T004522,A02066,2025-03-28,Credit,Healthcare,60545.88,Debit Card,Fuel,Success,2025,3,March
T004523,A03071,2026-04-02,Credit,Utilities,15218.75,ATM,Retail,Success,2026,4,April
T004524,A00122,2025-01-23,Debit,Food,45586.81,Debit Card,Restaurant,Success,2025,1,January
T004525,A00329,2025-06-06,Debit,Utilities,50445.73,ATM,Healthcare,Success,2025,6,June
T004526,A01555,2025-09-15,Debit,Travel,69448.48,Credit Card,Other,Success,2025,9,September
T004527,A00965,2025-02-04,Debit,Healthcare,21345.41,ATM,Utility,Success,2025,2,February
T004528,A04919,2026-09-03,Debit,Groceries,76278.3,ATM,Retail,Success,2026,9,September
T004529,A02232,2025-05-17,Debit,Utilities,87733.65,Debit Card,Fuel,Success,2025,5,May
T004530,A01021,2026-08-08,Credit,Shopping,76430.43,UPI,Other,Success,2026,8,August
T004531,A01215,2026-01-09,Debit,Utilities,17224.67,Debit Card,Grocery,Success,2026,1,January
T004532,A02965,2025-07-17,Debit,Shopping,91486.47,UPI,Other,Success,2025,7,July
T004533,A04217,2025-05-18,Credit,Other,48267.06,UPI,Healthcare,Failed,2025,5,May
T004534,A01266,2025-08-13,Debit,Other,43816.23,Net Banking,Online,Success,2025,8,August
T004535,A03496,2025-01-27,Debit,Groceries,97173.58,UPI,Other,Failed,2025,1,January
T004536,A02737,2026-02-02,Debit,Groceries,59723.24,Credit Card,Restaurant,Success,2026,2,February
T004537,A01759,2025-07-29,Credit,Healthcare,74377.43,Debit Card,Restaurant,Success,2025,7,July
T004538,A02118,2025-09-25,Credit,Bills,64403.44,Credit Card,Retail,Success,2025,9,September
T004539,A03097,2025-03-05,Debit,Travel,22895.81,Debit Card,Education,Success,2025,3,March
T004540,A03052,2026-07-29,Debit,Other,66246.36,Credit Card,Healthcare,Success,2026,7,July
T004541,A00682,2024-10-14,Credit,Food,74726.48,Debit Card,Online,Success,2024,10,October
T004542,A00603,2025-08-12,Credit,Groceries,43682.28,ATM,Education,Failed,2025,8,August
T004543,A03142,2026-01-24,Debit,Shopping,92657.43,Debit Card,Education,Success,2026,1,January
T004544,A02590,2026-05-06,Credit,Healthcare,54570.37,ATM,Fuel,Success,2026,5,May
T004545,A04913,2025-10-28,Debit,Education,82450.01,UPI,Fuel,Success,2025,10,October
T004546,A04566,2026-08-18,Debit,Shopping,14445.26,Credit Card,Education,Success,2026,8,August
T004547,A01037,2026-05-20,Debit,Travel,93242.22,Debit Card,Travel,Success,2026,5,May
T004548,A01117,2026-02-07,Debit,Food,98165.14,Debit Card,Restaurant,Success,2026,2,February
T004549,A02390,2025-09-04,Debit,Bills,41837.08,UPI,Retail,Success,2025,9,September
T004550,A02251,2026-07-11,Debit,Travel,89416.91,Credit Card,Online,Success,2026,7,July
T004551,A02765,2025-06-10,Credit,Education,42176.28,Net Banking,Grocery,Success,2025,6,June
T004552,A01240,2025-11-06,Credit,Groceries,48648.38,Debit Card,Healthcare,Success,2025,11,November
T004553,A00230,2025-08-05,Credit,Travel,99490.63,ATM,Utility,Failed,2025,8,August
T004554,A01638,2026-04-22,Debit,Travel,70534.12,Net Banking,Other,Success,2026,4,April
T004555,A03194,2026-01-07,Credit,Utilities,1138.98,Debit Card,Online,Success,2026,1,January
T004556,A04545,2026-08-23,Credit,Food,74312.42,Credit Card,Grocery,Success,2026,8,August
T004557,A00842,2024-09-26,Credit,Entertainment,66378.36,Net Banking,Grocery,Success,2024,9,September
T004558,A04028,2026-05-31,Credit,Utilities,32666.73,ATM,Education,Success,2026,5,May
T004559,A02475,2025-03-25,Credit,Other,15844.49,Net Banking,Travel,Success,2025,3,March
T004560,A00329,2024-12-05,Debit,Utilities,95395.98,Net Banking,Education,Success,2024,12,December
T004561,A03364,2025-12-23,Credit,Utilities,18409.35,Credit Card,Travel,Success,2025,12,December
T004562,A01993,2026-07-13,Credit,Food,81158.92,ATM,Restaurant,Success,2026,7,July
T004563,A00894,2025-11-12,Debit,Education,66325.03,ATM,Fuel,Success,2025,11,November
T004564,A01305,2026-03-28,Debit,Travel,48557.8,Credit Card,Restaurant,Success,2026,3,March
T004565,A00379,2025-02-22,Credit,Entertainment,74801.21,Debit Card,Travel,Success,2025,2,February
T004566,A04035,2025-01-03,Debit,Healthcare,81000.46,Net Banking,Restaurant,Success,2025,1,January
T004567,A04055,2026-09-12,Credit,Other,55107.01,UPI,Retail,Success,2026,9,September
T004568,A00402,2025-05-28,Debit,Shopping,26919.95,Debit Card,Retail,Failed,2025,5,May
T004569,A03980,2025-08-29,Credit,Other,84012.03,UPI,Grocery,Success,2025,8,August
T004570,A00729,2025-07-21,Credit,Travel,18130.99,ATM,Utility,Success,2025,7,July
T004571,A04670,2025-12-29,Credit,Healthcare,33918.76,Net Banking,Restaurant,Success,2025,12,December
T004572,A04565,2025-02-26,Debit,Shopping,38483.26,UPI,Other,Success,2025,2,February
T004573,A02334,2024-10-10,Credit,Utilities,5478.91,Net Banking,Education,Success,2024,10,October
T004574,A03125,2025-07-21,Credit,Entertainment,14104.6,ATM,Retail,Success,2025,7,July
T004575,A03456,2026-02-03,Credit,Groceries,39962.73,UPI,Restaurant,Pending,2026,2,February
T004576,A02616,2026-09-06,Credit,Education,84140.55,Net Banking,Retail,Success,2026,9,September
T004577,A00530,2025-02-20,Credit,Groceries,36395.78,Debit Card,Utility,Success,2025,2,February
T004578,A04331,2025-07-16,Credit,Shopping,76742.51,UPI,Other,Success,2025,7,July
T004579,A02221,2026-05-22,Credit,Shopping,40743.59,ATM,Fuel,Success,2026,5,May
T004580,A03890,2025-10-26,Credit,Travel,66861.93,ATM,Grocery,Success,2025,10,October
T004581,A02654,2026-07-02,Credit,Travel,96955.83,Debit Card,Online,Success,2026,7,July
T004582,A03218,2025-05-02,Debit,Shopping,20733.92,Net Banking,Retail,Success,2025,5,May
T004583,A00320,2025-05-26,Credit,Shopping,44623.3,Net Banking,Fuel,Success,2025,5,May
T004584,A03435,2025-07-09,Debit,Travel,9147.96,ATM,Education,Success,2025,7,July
T004585,A03677,2026-08-21,Debit,Food,89662.03,Net Banking,Retail,Success,2026,8,August
T004586,A02747,2026-09-11,Debit,Groceries,58433.65,Credit Card,Other,Pending,2026,9,September
T004587,A02243,2025-07-03,Credit,Other,70991.08,UPI,Online,Success,2025,7,July
T004588,A00358,2026-01-11,Debit,Utilities,43924.78,ATM,Restaurant,Success,2026,1,January
T004589,A01417,2025-07-13,Debit,Healthcare,33698.79,Credit Card,Education,Success,2025,7,July
T004590,A00880,2025-06-26,Credit,Healthcare,99722.4,UPI,Utility,Success,2025,6,June
T004591,A00313,2026-01-22,Credit,Entertainment,2601.07,Net Banking,Fuel,Success,2026,1,January
T004592,A04769,2024-12-23,Debit,Entertainment,87728.53,UPI,Online,Success,2024,12,December
T004593,A01011,2025-07-04,Debit,Travel,24916.93,Debit Card,Healthcare,Success,2025,7,July
T004594,A01414,2026-05-26,Debit,Food,66627.35,Debit Card,Restaurant,Success,2026,5,May
T004595,A03165,2025-03-06,Credit,Food,26760.49,Credit Card,Utility,Success,2025,3,March
T004596,A02474,2026-07-13,Credit,Entertainment,91057.41,Credit Card,Restaurant,Success,2026,7,July
T004597,A03360,2026-01-13,Debit,Healthcare,97639.19,ATM,Grocery,Success,2026,1,January
T004598,A03821,2026-06-01,Credit,Shopping,63046.45,ATM,Healthcare,Success,2026,6,June
T004599,A03596,2026-05-14,Debit,Entertainment,1739.94,ATM,Grocery,Success,2026,5,May
T004600,A03602,2026-04-06,Debit,Entertainment,3161.87,ATM,Utility,Success,2026,4,April
T004601,A01212,2025-12-22,Credit,Utilities,58491.47,Net Banking,Grocery,Success,2025,12,December
T004602,A00422,2025-05-07,Credit,Education,35003.2,Net Banking,Travel,Success,2025,5,May
T004603,A00150,2025-02-04,Debit,Bills,84211.59,ATM,Education,Success,2025,2,February
T004604,A03453,2025-06-27,Credit,Education,799.45,Credit Card,Utility,Success,2025,6,June
T004605,A00236,2024-10-08,Debit,Entertainment,34194.18,UPI,Restaurant,Success,2024,10,October
T004606,A03373,2025-03-06,Debit,Healthcare,41280.89,ATM,Travel,Success,2025,3,March
T004607,A03045,2025-09-07,Debit,Entertainment,79226.92,Debit Card,Utility,Success,2025,9,September
T004608,A00241,2026-01-14,Debit,Entertainment,90722.46,Credit Card,Restaurant,Success,2026,1,January
T004609,A04308,2026-01-20,Credit,Education,28771.93,ATM,Education,Success,2026,1,January
T004610,A01003,2026-06-01,Debit,Entertainment,96054.04,UPI,Other,Success,2026,6,June
T004611,A04421,2025-08-11,Debit,Food,26731.03,Net Banking,Fuel,Success,2025,8,August
T004612,A04508,2025-06-27,Debit,Shopping,74540.5,Debit Card,Education,Failed,2025,6,June
T004613,A01123,2025-01-25,Debit,Education,10269.59,UPI,Grocery,Success,2025,1,January
T004614,A01480,2026-04-21,Debit,Healthcare,52252.11,ATM,Healthcare,Success,2026,4,April
T004615,A01606,2025-04-16,Credit,Bills,37569.48,Debit Card,Grocery,Success,2025,4,April
T004616,A02470,2025-07-17,Credit,Entertainment,2845.58,ATM,Grocery,Success,2025,7,July
T004617,A01312,2026-08-01,Credit,Bills,10936.65,ATM,Fuel,Success,2026,8,August
T004618,A02807,2026-01-16,Debit,Bills,16695.78,ATM,Fuel,Success,2026,1,January
T004619,A00537,2025-12-04,Credit,Bills,84864.05,UPI,Grocery,Success,2025,12,December
T004620,A02547,2026-07-30,Credit,Other,69186.04,UPI,Healthcare,Success,2026,7,July
T004621,A04682,2025-02-16,Debit,Groceries,79071.34,Debit Card,Retail,Success,2025,2,February
T004622,A00292,2026-03-01,Credit,Travel,58296.28,Credit Card,Fuel,Success,2026,3,March
T004623,A01368,2025-01-24,Credit,Healthcare,84186.5,UPI,Restaurant,Success,2025,1,January
T004624,A04618,2024-11-17,Debit,Utilities,45864.0,ATM,Utility,Success,2024,11,November
T004625,A00629,2025-02-19,Debit,Education,29331.59,UPI,Healthcare,Failed,2025,2,February
T004626,A04322,2025-06-03,Credit,Entertainment,83332.22,Debit Card,Education,Success,2025,6,June
T004627,A00051,2026-01-27,Debit,Shopping,83331.03,UPI,Utility,Success,2026,1,January
T004628,A03982,2025-08-21,Debit,Entertainment,63738.4,ATM,Utility,Success,2025,8,August
T004629,A04676,2025-09-28,Debit,Food,5685.1,UPI,Online,Success,2025,9,September
T004630,A04177,2024-10-07,Debit,Groceries,77642.19,ATM,Retail,Failed,2024,10,October
T004631,A03804,2025-02-06,Debit,Bills,91561.43,UPI,Other,Success,2025,2,February
T004632,A03005,2025-07-13,Debit,Education,49128.29,UPI,Utility,Failed,2025,7,July
T004633,A04560,2025-09-07,Debit,Entertainment,41978.44,Credit Card,Retail,Success,2025,9,September
T004634,A03488,2025-04-06,Credit,Healthcare,23410.58,UPI,Retail,Success,2025,4,April
T004635,A03568,2026-07-03,Credit,Groceries,41263.2,Net Banking,Restaurant,Success,2026,7,July
T004636,A03646,2025-12-02,Credit,Travel,67553.42,ATM,Travel,Success,2025,12,December
T004637,A01721,2026-04-22,Debit,Entertainment,9489.23,UPI,Utility,Success,2026,4,April
T004638,A04237,2025-05-13,Debit,Food,77720.07,Debit Card,Grocery,Success,2025,5,May
T004639,A04723,2025-08-15,Debit,Other,92966.71,UPI,Retail,Success,2025,8,August
T004640,A02249,2024-09-18,Debit,Bills,90495.69,Credit Card,Online,Success,2024,9,September
T004641,A04518,2025-12-29,Credit,Entertainment,62955.1,Net Banking,Online,Success,2025,12,December
T004642,A00955,2024-11-21,Credit,Education,3727.28,UPI,Grocery,Success,2024,11,November
T004643,A04699,2025-03-19,Debit,Shopping,93055.45,Net Banking,Fuel,Success,2025,3,March
T004644,A03578,2026-01-20,Credit,Healthcare,35966.38,Net Banking,Grocery,Success,2026,1,January
T004645,A02715,2026-03-13,Credit,Bills,56743.38,Debit Card,Healthcare,Success,2026,3,March
T004646,A01882,2025-02-21,Credit,Healthcare,7273.79,Net Banking,Education,Pending,2025,2,February
T004647,A01885,2025-02-15,Credit,Bills,79717.63,Debit Card,Travel,Success,2025,2,February
T004648,A00233,2025-09-04,Credit,Travel,34493.57,Debit Card,Grocery,Success,2025,9,September
T004649,A00961,2026-07-01,Credit,Groceries,66299.81,UPI,Retail,Success,2026,7,July
T004650,A04946,2026-01-25,Debit,Bills,62506.25,ATM,Utility,Success,2026,1,January
T004651,A02240,2025-07-03,Credit,Groceries,21879.0,UPI,Grocery,Success,2025,7,July
T004652,A02674,2025-02-24,Debit,Education,46573.7,UPI,Retail,Success,2025,2,February
T004653,A00756,2025-11-23,Debit,Shopping,93733.18,Credit Card,Travel,Success,2025,11,November
T004654,A04755,2026-04-15,Debit,Utilities,47626.49,Credit Card,Other,Success,2026,4,April
T004655,A03086,2025-09-06,Debit,Utilities,65774.33,Credit Card,Fuel,Success,2025,9,September
T004656,A02258,2026-06-27,Credit,Utilities,92854.16,ATM,Online,Success,2026,6,June
T004657,A01575,2026-06-24,Debit,Shopping,19128.77,Net Banking,Fuel,Success,2026,6,June
T004658,A03814,2025-11-08,Credit,Education,93232.14,UPI,Utility,Success,2025,11,November
T004659,A00523,2025-09-15,Debit,Education,49552.77,ATM,Fuel,Success,2025,9,September
T004660,A03497,2025-08-12,Debit,Entertainment,6474.06,Credit Card,Online,Success,2025,8,August
T004661,A02912,2024-09-23,Credit,Education,35118.82,Debit Card,Grocery,Success,2024,9,September
T004662,A00360,2026-04-13,Debit,Entertainment,86628.6,ATM,Other,Success,2026,4,April
T004663,A02539,2025-09-23,Debit,Education,31978.18,UPI,Healthcare,Success,2025,9,September
T004664,A00515,2026-04-26,Debit,Healthcare,35035.01,ATM,Grocery,Success,2026,4,April
T004665,A02828,2025-08-05,Debit,Other,81952.16,ATM,Healthcare,Success,2025,8,August
T004666,A02061,2026-06-06,Debit,Groceries,66724.26,Credit Card,Utility,Success,2026,6,June
T004667,A03417,2026-07-18,Credit,Other,81644.73,Net Banking,Restaurant,Success,2026,7,July
T004668,A02712,2024-09-15,Debit,Utilities,19010.15,Debit Card,Healthcare,Success,2024,9,September
T004669,A01133,2026-03-19,Debit,Shopping,97612.54,ATM,Grocery,Success,2026,3,March
T004670,A04756,2026-07-31,Credit,Travel,61566.27,UPI,Travel,Pending,2026,7,July
T004671,A00877,2024-11-04,Debit,Bills,83855.15,Debit Card,Other,Success,2024,11,November
T004672,A02529,2025-05-26,Debit,Other,5704.97,ATM,Healthcare,Success,2025,5,May
T004673,A03620,2025-01-24,Credit,Food,62424.94,UPI,Other,Success,2025,1,January
T004674,A04174,2025-08-05,Debit,Bills,29644.7,Credit Card,Grocery,Success,2025,8,August
T004675,A04838,2026-08-05,Credit,Education,3181.6,Debit Card,Healthcare,Success,2026,8,August
T004676,A00601,2026-01-02,Credit,Other,86300.64,Debit Card,Healthcare,Success,2026,1,January
T004677,A04566,2026-05-10,Credit,Education,41480.06,ATM,Education,Success,2026,5,May
T004678,A03189,2025-06-26,Credit,Other,20976.54,UPI,Education,Success,2025,6,June
T004679,A03979,2026-01-07,Debit,Groceries,64829.28,Debit Card,Education,Success,2026,1,January
T004680,A00229,2026-03-01,Debit,Entertainment,74093.68,Credit Card,Online,Success,2026,3,March
T004681,A04366,2025-08-03,Credit,Travel,30174.0,Net Banking,Online,Success,2025,8,August
T004682,A02993,2024-12-20,Credit,Travel,9803.75,UPI,Fuel,Success,2024,12,December
T004683,A01478,2026-05-11,Credit,Utilities,38324.28,Credit Card,Travel,Success,2026,5,May
T004684,A02383,2026-04-04,Credit,Travel,12075.39,Debit Card,Utility,Success,2026,4,April
T004685,A03061,2025-10-02,Credit,Groceries,20371.53,ATM,Restaurant,Success,2025,10,October
T004686,A01930,2026-05-10,Debit,Other,71094.99,Credit Card,Online,Success,2026,5,May
T004687,A04239,2025-07-09,Credit,Entertainment,68318.33,Net Banking,Healthcare,Success,2025,7,July
T004688,A01092,2025-03-22,Credit,Utilities,92980.86,UPI,Grocery,Success,2025,3,March
T004689,A04956,2025-01-04,Credit,Groceries,78150.67,Net Banking,Other,Success,2025,1,January
T004690,A04430,2025-10-15,Credit,Utilities,8222.53,Debit Card,Education,Success,2025,10,October
T004691,A00869,2025-02-26,Debit,Healthcare,73512.91,Debit Card,Education,Success,2025,2,February
T004692,A00116,2025-07-18,Credit,Travel,96869.12,Net Banking,Grocery,Success,2025,7,July
T004693,A01957,2025-02-13,Debit,Shopping,30447.13,Net Banking,Fuel,Success,2025,2,February
T004694,A01399,2025-02-08,Debit,Entertainment,17272.63,ATM,Grocery,Success,2025,2,February
T004695,A04764,2025-09-29,Credit,Other,62337.6,UPI,Grocery,Success,2025,9,September
T004696,A01738,2025-01-23,Debit,Education,22977.6,Net Banking,Online,Success,2025,1,January
T004697,A04912,2026-01-21,Credit,Education,89789.9,ATM,Education,Success,2026,1,January
T004698,A03536,2026-03-05,Credit,Utilities,6817.32,Debit Card,Online,Success,2026,3,March
T004699,A00775,2026-05-07,Credit,Groceries,43412.74,ATM,Restaurant,Success,2026,5,May
T004700,A02979,2025-05-30,Credit,Shopping,5527.63,Debit Card,Restaurant,Pending,2025,5,May
T004701,A00910,2025-11-28,Debit,Education,7411.57,Debit Card,Grocery,Success,2025,11,November
T004702,A01011,2025-03-12,Credit,Shopping,60712.84,Net Banking,Restaurant,Success,2025,3,March
T004703,A00896,2026-07-04,Credit,Education,20414.41,Credit Card,Other,Success,2026,7,July
T004704,A04540,2025-07-12,Credit,Bills,43189.59,ATM,Online,Success,2025,7,July
T004705,A03666,2026-04-19,Credit,Shopping,32472.21,ATM,Travel,Failed,2026,4,April
T004706,A00926,2026-03-25,Debit,Shopping,40833.17,Debit Card,Online,Success,2026,3,March
T004707,A03902,2025-02-16,Debit,Education,1361.92,Credit Card,Healthcare,Success,2025,2,February
T004708,A04115,2024-11-02,Credit,Education,10213.85,Credit Card,Utility,Success,2024,11,November
T004709,A04980,2025-11-26,Debit,Education,55521.38,UPI,Restaurant,Success,2025,11,November
T004710,A04882,2025-04-01,Debit,Travel,71836.35,ATM,Other,Success,2025,4,April
T004711,A04027,2025-06-01,Debit,Entertainment,50198.29,Credit Card,Restaurant,Success,2025,6,June
T004712,A00555,2025-07-15,Debit,Bills,70736.38,Net Banking,Grocery,Pending,2025,7,July
T004713,A04815,2026-01-29,Debit,Bills,52793.08,Debit Card,Education,Success,2026,1,January
T004714,A03093,2026-09-04,Credit,Travel,60729.49,ATM,Fuel,Pending,2026,9,September
T004715,A03506,2025-10-15,Credit,Travel,93788.41,Debit Card,Online,Success,2025,10,October
T004716,A02516,2026-09-04,Debit,Entertainment,66080.47,Net Banking,Education,Success,2026,9,September
T004717,A00713,2025-12-19,Credit,Bills,82027.42,Credit Card,Restaurant,Success,2025,12,December
T004718,A02194,2025-06-07,Debit,Food,3837.67,Net Banking,Grocery,Success,2025,6,June
