transaction_id,account_id,transaction_date,transaction_type,category,amount,payment_mode,merchant_category,transaction_status
T013735,A03047,2025-02-28,Debit,Shopping,44087.47,Debit Card,Utility,Success
T013736,A01201,2025-06-25,Debit,Other,27506.97,Net Banking,Grocery,Success
T013737,A02857,2024-11-06,Debit,Entertainment,7240.39,Debit Card,Travel,Success
T013738,A04331,2026-01-04,Debit,Education,81206.09,ATM,Other,Success
T013739,A03187,2025-11-12,Debit,Education,4733.11,UPI,Fuel,Success
T013740,A01106,2025-12-03,Debit,Shopping,99760.55,Credit Card,Retail,Success
T013741,A00587,2025-02-01,Credit,Utilities,40521.25,UPI,Travel,Success
T013742,A03864,2026-08-13,Debit,Education,99684.88,Net Banking,Online,Success
T013743,A04875,2024-11-12,Debit,Utilities,92588.64,Net Banking,Grocery,Pending
T013744,A00035,2025-12-31,Credit,Bills,37692.44,Net Banking,Grocery,Success
T013745,A03854,2026-05-02,Debit,Entertainment,55326.31,Debit Card,Healthcare,Success
T013746,A01645,2025-06-17,Debit,Education,47485.95,Credit Card,Online,Success
T013747,A01208,2025-11-25,Credit,Education,78037.91,UPI,Healthcare,Success
T013748,A02736,2024-11-16,Credit,Travel,66256.87,ATM,Other,Success
T013749,A00681,2026-02-12,Credit,Entertainment,41108.96,Debit Card,Fuel,Success
T013750,A03490,2024-12-19,Debit,Shopping,86032.31,ATM,Travel,Pending
T013751,A00277,2026-02-05,Credit,Other,42836.97,Debit Card,Restaurant,Success
T013752,A00941,2026-01-09,Credit,Food,8903.48,Net Banking,Healthcare,Success
T013753,A04267,2026-08-27,Credit,Other,50848.44,UPI,Online,Success
T013754,A04614,2026-02-06,Credit,Utilities,49058.02,Net Banking,Retail,Success
T013755,A00111,2025-09-06,Debit,Groceries,37228.92,Debit Card,Retail,Success
T013756,A03722,2026-09-06,Debit,Education,40226.95,ATM,Education,Success
T013757,A04403,2026-04-14,Credit,Healthcare,85535.6,UPI,Grocery,Success
T013758,A00692,2026-06-30,Credit,Entertainment,60224.04,ATM,Utility,Success
T013759,A00506,2025-05-23,Credit,Bills,59100.35,UPI,Online,Success
T013760,A02047,2025-02-17,Credit,Food,86021.87,Net Banking,Fuel,Success
T013761,A02372,2025-10-10,Debit,Food,47506.41,Credit Card,Utility,Success
T013762,A02434,2025-12-28,Debit,Groceries,51049.33,UPI,Other,Failed
T013763,A01926,2025-03-27,Debit,Travel,47074.01,Credit Card,Fuel,Success
T013764,A03711,2024-11-07,Debit,Groceries,32563.14,Net Banking,Fuel,Success
T013765,A01275,2024-11-26,Credit,Food,70600.43,Net Banking,Restaurant,Pending
T013766,A02479,2025-03-31,Credit,Healthcare,12837.06,UPI,Online,Success
T013767,A02995,2025-10-20,Debit,Groceries,86715.36,ATM,Restaurant,Success
T013768,A00338,2025-10-24,Debit,Food,75282.57,Net Banking,Education,Success
T013769,A00062,2025-04-27,Credit,Education,88094.1,Debit Card,Education,Success
T013770,A03452,2024-11-25,Debit,Entertainment,53397.66,Credit Card,Education,Success
T013771,A00579,2026-07-26,Credit,Other,16451.17,Credit Card,Restaurant,Pending
T013772,A04631,2025-03-07,Debit,Travel,5358.16,UPI,Retail,Success
T013773,A04138,2026-07-29,Credit,Other,68120.67,Credit Card,Travel,Success
T013774,A01192,2025-04-22,Debit,Food,12187.23,Credit Card,Fuel,Success
T013775,A02137,2024-10-23,Debit,Healthcare,32754.56,UPI,Education,Success
T013776,A04152,2025-03-09,Credit,Healthcare,60831.2,UPI,Restaurant,Success
T013777,A02040,2025-02-08,Credit,Groceries,54504.68,ATM,Healthcare,Success
T013778,A01869,2025-10-06,Debit,Groceries,3161.91,ATM,Online,Success
T013779,A01963,2025-02-02,Debit,Other,99867.12,Credit Card,Restaurant,Success
T013780,A03853,2026-09-08,Credit,Travel,13446.2,Debit Card,Fuel,Failed
T013781,A04481,2025-04-07,Credit,Bills,27519.99,Debit Card,Grocery,Success
T013782,A03008,2026-07-18,Debit,Entertainment,84209.3,UPI,Education,Success
T013783,A03866,2025-09-11,Credit,Healthcare,20534.7,Debit Card,Utility,Success
T013784,A00317,2025-04-25,Debit,Utilities,20950.66,UPI,Fuel,Success
T013785,A03358,2025-03-24,Debit,Travel,64582.41,ATM,Utility,Success
T013786,A04225,2025-01-02,Credit,Utilities,24825.21,ATM,Other,Success
T013787,A01614,2025-09-23,Credit,Utilities,75535.27,ATM,Fuel,Success
T013788,A01685,2026-07-04,Credit,Bills,96572.38,UPI,Travel,Success
T013789,A02303,2024-12-05,Credit,Shopping,7391.81,Net Banking,Online,Success
T013790,A04046,2024-10-18,Credit,Healthcare,70100.7,UPI,Restaurant,Success
T013791,A00126,2025-04-26,Debit,Bills,62386.1,Debit Card,Fuel,Success
T013792,A00883,2025-04-20,Credit,Healthcare,19403.44,ATM,Travel,Success
T013793,A02522,2025-11-07,Debit,Healthcare,43963.31,Debit Card,Education,Success
T013794,A01768,2025-04-24,Credit,Education,9689.16,Net Banking,Other,Success
T013795,A00305,2025-06-03,Debit,Shopping,31234.68,Net Banking,Retail,Success
T013796,A01594,2025-01-19,Credit,Other,24981.4,Credit Card,Grocery,Success
T013797,A04752,2025-11-09,Credit,Food,83344.77,Credit Card,Retail,Success
T013798,A01373,2026-04-20,Credit,Food,95180.97,Debit Card,Grocery,Success
T013799,A00135,2026-01-05,Credit,Travel,57718.88,UPI,Utility,Success
T013800,A02616,2025-01-07,Debit,Entertainment,84568.36,ATM,Retail,Success
T013801,A00419,2026-01-14,Debit,Healthcare,71944.15,Credit Card,Education,Success
T013802,A01063,2025-10-03,Credit,Healthcare,25984.05,ATM,Grocery,Success
T013803,A00125,2024-09-22,Debit,Education,92097.89,Net Banking,Other,Success
T013804,A03282,2026-06-18,Credit,Utilities,37721.6,UPI,Utility,Success
T013805,A00675,2025-01-01,Debit,Entertainment,91859.24,UPI,Online,Success
T013806,A04908,2026-08-22,Credit,Shopping,93458.99,Debit Card,Fuel,Success
T013807,A04843,2026-02-19,Credit,Education,95024.58,Credit Card,Utility,Success
T013808,A03070,2024-10-16,Credit,Shopping,78926.93,Debit Card,Online,Success
T013809,A00288,2026-04-13,Debit,Entertainment,90993.12,Net Banking,Restaurant,Success
T013810,A00075,2024-11-09,Debit,Groceries,76192.64,Credit Card,Utility,Success
T013811,A03358,2026-07-31,Debit,Shopping,58861.82,UPI,Retail,Pending
T013812,A03789,2024-09-29,Debit,Education,34047.21,Credit Card,Utility,Success
T013813,A03323,2025-05-10,Debit,Groceries,37266.84,Debit Card,Utility,Success
T013814,A04175,2025-03-19,Credit,Entertainment,87742.41,Credit Card,Fuel,Success
T013815,A00897,2025-02-08,Debit,Shopping,91741.6,Credit Card,Fuel,Failed
T013816,A00896,2026-02-27,Debit,Shopping,39064.95,Credit Card,Online,Success
T013817,A03506,2026-06-15,Credit,Healthcare,77740.27,ATM,Education,Success
T013818,A04790,2026-07-02,Credit,Utilities,53112.04,Credit Card,Fuel,Pending
T013819,A04668,2026-09-05,Credit,Bills,74729.07,ATM,Education,Success
T013820,A01391,2024-11-15,Credit,Shopping,50839.51,Debit Card,Retail,Success
T013821,A01293,2025-06-15,Credit,Shopping,27701.22,ATM,Fuel,Success
T013822,A03527,2026-01-29,Debit,Utilities,10469.58,Credit Card,Other,Success
T013823,A03581,2026-03-17,Debit,Groceries,14461.31,ATM,Utility,Success
T013824,A01799,2025-07-25,Debit,Groceries,70782.96,Net Banking,Online,Success
T013825,A01942,2024-10-21,Credit,Other,2284.98,ATM,Education,Success
T013826,A02998,2025-10-29,Debit,Food,69320.17,Credit Card,Restaurant,Success
T013827,A04672,2025-09-20,Credit,Utilities,61294.93,Net Banking,Utility,Success
T013828,A01470,2026-03-23,Debit,Bills,82876.43,Debit Card,Grocery,Success
T013829,A04622,2024-10-23,Debit,Healthcare,84665.14,Net Banking,Restaurant,Success
T013830,A04897,2024-09-20,Debit,Food,83202.63,Debit Card,Grocery,Success
T013831,A00144,2024-11-20,Credit,Groceries,93943.83,ATM,Fuel,Success
T013832,A03505,2024-11-30,Credit,Shopping,31079.66,Debit Card,Online,Pending
T013833,A04284,2025-03-22,Debit,Bills,93652.49,Net Banking,Fuel,Pending
T013834,A04198,2024-11-03,Credit,Travel,32334.39,ATM,Education,Success
T013835,A01178,2025-06-29,Credit,Travel,61264.93,Net Banking,Other,Success
T013836,A00752,2024-12-20,Credit,Other,89995.1,UPI,Other,Success
T013837,A00490,2025-12-24,Credit,Education,14192.18,Net Banking,Retail,Success
T013838,A00788,2025-05-23,Debit,Entertainment,14069.66,ATM,Education,Success
T013839,A04241,2025-03-28,Debit,Travel,74694.35,Net Banking,Healthcare,Failed
T013840,A00417,2025-06-07,Debit,Other,24559.0,ATM,Online,Success
T013841,A01913,2026-08-30,Debit,Bills,40785.68,Credit Card,Online,Success
T013842,A00644,2026-08-06,Debit,Bills,43918.4,UPI,Online,Success
T013843,A02076,2025-07-30,Credit,Groceries,52993.35,ATM,Education,Success
T013844,A03858,2025-08-11,Credit,Travel,26663.94,Net Banking,Other,Success
T013845,A03799,2026-06-02,Credit,Food,7079.24,Credit Card,Fuel,Success
T013846,A02148,2024-10-15,Debit,Healthcare,75510.01,Debit Card,Education,Pending
T013847,A02744,2025-06-28,Credit,Shopping,31221.49,Debit Card,Fuel,Success
T013848,A04628,2024-09-19,Credit,Other,74433.37,Credit Card,Other,Success
T013849,A04805,2024-09-15,Credit,Other,411.76,UPI,Other,Success
T013850,A00745,2024-10-09,Debit,Groceries,87469.75,Credit Card,Retail,Success
T013851,A01392,2024-10-22,Debit,Shopping,80902.7,Debit Card,Restaurant,Failed
T013852,A02301,2026-01-22,Debit,Shopping,11899.71,ATM,Education,Success
T013853,A03716,2025-05-27,Debit,Entertainment,34448.91,Debit Card,Utility,Success
T013854,A04689,2025-11-15,Credit,Utilities,78087.73,ATM,Education,Success
T013855,A01545,2026-04-02,Credit,Education,29308.11,Debit Card,Healthcare,Success
T013856,A01542,2025-05-02,Credit,Shopping,58877.97,ATM,Online,Success
T013857,A00423,2025-04-17,Credit,Food,46589.65,Debit Card,Education,Success
T013858,A01531,2025-10-25,Credit,Shopping,35739.84,Debit Card,Grocery,Success
T013859,A03261,2025-06-01,Credit,Travel,76005.85,Net Banking,Healthcare,Pending
T013860,A00807,2026-08-14,Debit,Travel,43811.68,Debit Card,Travel,Failed
T013861,A01055,2026-05-09,Debit,Entertainment,33725.58,Net Banking,Other,Success
T013862,A04328,2025-01-13,Credit,Bills,97655.45,Credit Card,Online,Success
T013863,A04077,2026-08-04,Debit,Bills,90166.58,Net Banking,Travel,Success
T013864,A04333,2025-07-02,Debit,Healthcare,12225.38,Debit Card,Healthcare,Success
T013865,A00822,2026-01-15,Credit,Travel,22279.25,Credit Card,Retail,Success
T013866,A04307,2026-06-18,Debit,Entertainment,1632.67,Credit Card,Retail,Success
T013867,A01925,2026-08-20,Credit,Education,22970.85,Net Banking,Other,Success
T013868,A03371,2025-04-14,Credit,Bills,48296.27,Net Banking,Travel,Failed
T013869,A04504,2024-12-31,Credit,Utilities,89369.21,Net Banking,Grocery,Success
T013870,A04724,2026-04-07,Credit,Other,77456.64,Debit Card,Restaurant,Failed
T013871,A02995,2025-02-24,Credit,Utilities,54791.72,Credit Card,Retail,Success
T013872,A01378,2025-05-07,Credit,Shopping,74165.99,Debit Card,Healthcare,Success
T013873,A01667,2026-02-19,Credit,Groceries,79781.79,Net Banking,Online,Success
T013874,A03993,2026-03-10,Debit,Healthcare,10537.35,Credit Card,Grocery,Success
T013875,A00752,2026-04-05,Credit,Groceries,85962.63,UPI,Utility,Success
T013876,A02617,2026-04-03,Debit,Food,65909.77,Debit Card,Restaurant,Success
T013877,A02276,2025-01-20,Credit,Travel,64739.32,Debit Card,Grocery,Pending
T013878,A00093,2024-10-12,Credit,Healthcare,74164.7,Net Banking,Utility,Success
T013879,A03325,2025-07-02,Debit,Other,48522.33,Credit Card,Other,Success
T013880,A04651,2025-03-11,Credit,Groceries,61706.93,Debit Card,Grocery,Success
T013881,A03357,2026-08-29,Debit,Groceries,26358.13,ATM,Education,Success
T013882,A04046,2025-07-25,Credit,Other,61448.27,Credit Card,Online,Success
T013883,A02045,2025-08-05,Credit,Healthcare,79200.53,Credit Card,Restaurant,Success
T013884,A03015,2025-07-16,Credit,Education,21597.68,ATM,Utility,Success
T013885,A01519,2024-11-07,Credit,Entertainment,99929.27,Debit Card,Grocery,Success
T013886,A03576,2026-06-09,Debit,Travel,42516.18,ATM,Healthcare,Success
T013887,A02076,2026-06-28,Debit,Healthcare,56216.7,Credit Card,Other,Success
T013888,A03861,2026-08-23,Debit,Bills,21894.68,UPI,Other,Success
T013889,A02983,2024-11-28,Debit,Travel,74845.0,Debit Card,Fuel,Success
T013890,A02176,2026-04-23,Debit,Bills,12588.81,ATM,Retail,Success
T013891,A04297,2026-03-24,Debit,Other,8037.72,Net Banking,Healthcare,Success
T013892,A02211,2026-08-12,Credit,Travel,78416.91,Debit Card,Restaurant,Success
T013893,A01845,2025-02-16,Credit,Groceries,7254.46,ATM,Utility,Success
T013894,A00273,2026-04-21,Debit,Food,90714.72,UPI,Healthcare,Success
T013895,A04700,2026-06-14,Debit,Education,78826.5,Net Banking,Utility,Success
T013896,A01566,2025-11-03,Debit,Travel,47424.93,Net Banking,Grocery,Success
T013897,A03871,2026-05-21,Debit,Healthcare,2224.37,Debit Card,Restaurant,Success
T013898,A00990,2025-11-24,Credit,Travel,70820.55,UPI,Education,Success
T013899,A01804,2026-01-25,Credit,Education,74247.89,Net Banking,Healthcare,Failed
T013900,A04588,2025-01-13,Credit,Healthcare,33257.9,ATM,Travel,Success
T013901,A02893,2026-04-29,Debit,Travel,64762.31,Net Banking,Restaurant,Success
T013902,A04678,2026-03-19,Debit,Bills,6255.15,Debit Card,Utility,Pending
T013903,A04439,2026-08-18,Credit,Groceries,16405.22,Debit Card,Grocery,Failed
T013904,A03424,2025-07-30,Credit,Healthcare,6760.58,Net Banking,Restaurant,Success
T013905,A00344,2025-01-21,Debit,Other,64646.28,Net Banking,Education,Success
T013906,A02500,2026-07-23,Debit,Food,88531.04,Debit Card,Grocery,Success
T013907,A02001,2025-03-19,Credit,Education,58701.16,Credit Card,Travel,Success
T013908,A01771,2025-10-16,Debit,Bills,12443.03,UPI,Retail,Success
T013909,A01314,2025-11-01,Debit,Education,99974.87,Credit Card,Retail,Success
T013910,A03865,2025-09-16,Credit,Bills,12491.23,Net Banking,Online,Success
T013911,A04023,2026-03-29,Credit,Education,50623.79,ATM,Healthcare,Success
T013912,A03025,2026-07-10,Debit,Other,44229.61,Net Banking,Fuel,Success
T013913,A01255,2024-11-23,Credit,Bills,72447.54,ATM,Grocery,Success
T013914,A00601,2025-03-15,Debit,Travel,62813.6,UPI,Travel,Pending
T013915,A00607,2025-06-01,Credit,Food,12219.69,Debit Card,Education,Success
T013916,A01720,2026-01-31,Credit,Entertainment,53965.75,UPI,Fuel,Success
T013917,A04930,2026-06-15,Debit,Other,82536.94,ATM,Retail,Success
T013918,A02567,2026-05-17,Credit,Groceries,399.65,Net Banking,Online,Success
T013919,A00614,2026-06-03,Credit,Food,56980.57,UPI,Education,Success
T013920,A04558,2026-02-22,Credit,Utilities,63459.75,UPI,Travel,Success
T013921,A03551,2025-08-13,Credit,Shopping,3542.43,Credit Card,Restaurant,Success
T013922,A00502,2026-03-24,Debit,Groceries,5170.74,Net Banking,Travel,Success
T013923,A03941,2026-08-13,Debit,Healthcare,68049.7,Debit Card,Utility,Success
T013924,A03482,2026-09-02,Credit,Other,49121.84,Net Banking,Travel,Pending
T013925,A01414,2026-03-17,Credit,Shopping,96784.46,Credit Card,Education,Success
T013926,A02580,2025-02-02,Debit,Entertainment,50118.0,Net Banking,Restaurant,Failed
T013927,A02959,2025-11-02,Debit,Healthcare,12020.83,ATM,Restaurant,Success
T013928,A00293,2026-08-17,Debit,Shopping,32039.73,Debit Card,Healthcare,Failed
T013929,A00605,2024-09-24,Credit,Education,67756.65,Credit Card,Online,Success
T013930,A00891,2025-07-04,Debit,Other,47934.53,UPI,Fuel,Success
T013931,A04540,2026-04-14,Debit,Healthcare,11209.82,ATM,Fuel,Success
T013932,A03941,2025-07-08,Debit,Shopping,86831.2,UPI,Retail,Success
T013933,A04528,2024-10-19,Debit,Bills,29333.45,Credit Card,Grocery,Success
T013934,A04826,2025-12-17,Credit,Entertainment,86596.73,Debit Card,Retail,Success
T013935,A01317,2026-07-10,Debit,Healthcare,30426.76,Net Banking,Other,Success
T013936,A04071,2026-01-31,Debit,Education,35909.16,Net Banking,Utility,Success
T013937,A03672,2026-03-31,Credit,Other,60756.63,Debit Card,Other,Success
T013938,A00961,2025-08-20,Credit,Utilities,91259.18,Debit Card,Healthcare,Success
T013939,A00862,2026-08-30,Debit,Bills,61213.59,Net Banking,Travel,Success
T013940,A02736,2024-11-30,Debit,Travel,83163.09,Credit Card,Fuel,Success
T013941,A01377,2026-05-05,Credit,Food,80814.86,Debit Card,Fuel,Pending
T013942,A03640,2026-01-04,Credit,Food,48892.82,Debit Card,Travel,Success
T013943,A02140,2026-09-14,Debit,Entertainment,86703.67,Net Banking,Grocery,Success
T013944,A01615,2025-02-06,Credit,Healthcare,83336.67,Credit Card,Healthcare,Success
T013945,A04071,2026-08-02,Debit,Shopping,10324.73,UPI,Healthcare,Success
T013946,A03283,2025-12-21,Credit,Education,4183.47,Debit Card,Travel,Success
T013947,A01983,2026-06-30,Debit,Healthcare,13593.11,UPI,Grocery,Success
T013948,A00660,2025-10-13,Credit,Healthcare,1147.59,UPI,Utility,Success
T013949,A03629,2026-01-12,Credit,Food,3957.06,Net Banking,Healthcare,Success
T013950,A00943,2025-03-01,Debit,Shopping,85049.84,Net Banking,Other,Success
T013951,A01001,2025-03-25,Credit,Other,33631.54,ATM,Grocery,Success
T013952,A04021,2026-07-18,Credit,Utilities,85478.18,ATM,Travel,Success
T013953,A04080,2025-05-18,Debit,Food,33762.51,Net Banking,Retail,Success
T013954,A03875,2024-09-17,Credit,Shopping,72043.86,ATM,Retail,Success
T013955,A02997,2025-10-04,Debit,Utilities,19042.31,UPI,Grocery,Success
T013956,A03497,2026-01-09,Debit,Other,5936.18,UPI,Online,Failed
T013957,A04347,2025-07-21,Credit,Shopping,64225.03,UPI,Retail,Success
T013958,A03513,2026-01-08,Credit,Food,41402.15,ATM,Fuel,Failed
T013959,A04046,2026-05-31,Credit,Shopping,73345.48,ATM,Online,Success
T013960,A02853,2026-02-23,Credit,Healthcare,808.65,Net Banking,Other,Success
T013961,A03335,2025-04-07,Credit,Entertainment,27442.47,Credit Card,Fuel,Failed
T013962,A03698,2025-11-01,Credit,Entertainment,78220.97,Credit Card,Retail,Success
T013963,A03245,2025-08-13,Debit,Groceries,43062.26,UPI,Education,Success
T013964,A03401,2026-07-06,Debit,Travel,44166.39,Debit Card,Travel,Success
T013965,A04640,2026-06-13,Debit,Bills,38188.32,UPI,Utility,Success
T013966,A03316,2025-05-06,Credit,Bills,50215.48,Credit Card,Online,Success
T013967,A00309,2025-06-02,Debit,Bills,57505.96,ATM,Online,Success
T013968,A03438,2025-03-06,Debit,Bills,63373.04,Net Banking,Restaurant,Success
T013969,A03692,2025-07-16,Debit,Entertainment,95515.88,UPI,Grocery,Success
T013970,A03422,2026-06-29,Credit,Other,45877.24,UPI,Retail,Success
T013971,A02469,2025-02-16,Credit,Healthcare,54750.21,UPI,Other,Success
T013972,A00748,2024-11-18,Credit,Travel,9283.69,ATM,Education,Success
T013973,A03145,2025-09-13,Debit,Bills,58133.43,ATM,Healthcare,Success
T013974,A03250,2025-11-21,Credit,Shopping,18430.14,Debit Card,Fuel,Success
T013975,A02740,2025-03-15,Debit,Education,32605.33,Net Banking,Online,Success
T013976,A02982,2026-06-20,Debit,Entertainment,14248.72,Credit Card,Online,Success
T013977,A04244,2026-05-07,Debit,Utilities,60727.73,UPI,Retail,Success
T013978,A04134,2025-12-17,Debit,Other,83833.83,UPI,Education,Success
T013979,A03462,2025-11-27,Debit,Food,946.67,ATM,Travel,Success
T013980,A00118,2025-07-01,Debit,Food,29007.54,Credit Card,Education,Success
T013981,A04764,2024-12-27,Credit,Education,13100.6,Debit Card,Education,Success
T013982,A02110,2024-11-13,Debit,Shopping,38903.62,Net Banking,Online,Success
T013983,A00080,2025-03-24,Credit,Entertainment,245.59,ATM,Fuel,Success
T013984,A03459,2026-07-27,Credit,Education,36146.38,Debit Card,Other,Success
T013985,A00930,2025-06-12,Debit,Healthcare,78847.01,Debit Card,Retail,Success
T013986,A00324,2026-05-19,Debit,Other,40382.76,UPI,Education,Success
T013987,A01458,2026-02-25,Debit,Groceries,47969.0,ATM,Healthcare,Success
T013988,A00188,2026-05-20,Credit,Other,87449.69,Debit Card,Fuel,Success
T013989,A03266,2025-01-05,Credit,Entertainment,25997.34,Credit Card,Education,Success
T013990,A04869,2026-01-19,Debit,Shopping,41814.52,Net Banking,Online,Success
T013991,A02657,2025-08-01,Credit,Education,76464.24,ATM,Restaurant,Success
T013992,A03495,2025-08-07,Debit,Other,32056.45,Net Banking,Other,Success
T013993,A03805,2025-11-24,Debit,Food,69165.92,Net Banking,Restaurant,Success
T013994,A01651,2025-04-14,Debit,Entertainment,43215.01,UPI,Utility,Success
T013995,A02649,2026-06-19,Credit,Food,19144.81,Debit Card,Retail,Success
T013996,A02761,2024-12-30,Credit,Entertainment,48132.75,Debit Card,Utility,Success
T013997,A03576,2025-10-06,Debit,Other,51582.73,Credit Card,Education,Success
